序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
206,软件开发工程师,WEB前端工程师,13-25k·13薪,南京,3-5年-统招本科-前端开发-界面开发-Web开发-框架设计-框架开发-HTML-Javascript-CSS-HTML5,3-5年-统招本科-前端开发-界面开发-Web开发-框架设计-框架开发-HTML-Javascript-CSS-HTML5,南京通达海科技股份有限公司,计算机软件-创业板上市-1000-2000人,南京,计算机软件-创业板上市-1000-2000人,,
207,软件开发工程师,WEB前端开发,40-70k·13薪,上海-普陀区,1-3年-本科-React,1-3年-本科-React,上海本象品牌管理有限公司,IT服务-1-49人,上海-普陀区,IT服务-1-49人," 工作职责
- 与智能合约工程师和产品经理密切合作，使用 React.js 创建用户友好、流畅美观的网站和网络应用程序
- 在整个前端开发栈中部署严格的安全标准，确保用户的安全。
- 为开源项目做出潜在贡献。例如，公司可能会将前端应用程序的某些部分开源给社区。

","任职资格
- 扎实了解 React、Typescript、css 和 NextJS 等前端堆栈以及一般计算机科学基础知识
- 有丰富的过往工作经验
- 善于沟通，愿意学习并接受挑战（技术挑战，而非政治挑战）"
208,软件开发工程师,前端开发工程师,12-18k·13薪,重庆-江北区,1-3年-本科-全栈开发-React-后端开发-前端开发,1-3年-本科-全栈开发-React-后端开发-前端开发,重庆异连科技有限公司,电子商务-100-499人,重庆-江北区,电子商务-100-499人,,
209,软件开发工程师,前端开发组长,25-35k,深圳-福田区,5-10年-大专-模块开发-前端开发-框架开发-框架设计-Koa-jQuery-IT/信息化领域-架构设计-HTML-HTML5,5-10年-大专-模块开发-前端开发-框架开发-框架设计-Koa-jQuery-IT/信息化领域-架构设计-HTML-HTML5,港购(深圳)科技有限公司,批发/零售-1-49人,深圳-福田区,批发/零售-1-49人,"岗位职责：
1、负责app端模块开发，能够独立完成模块开发并进行测试，并保证代码质量；
2、设计核心产品的前端架构，并带领组员实现并持续优化；
3、为前后端技术改进、技术选型提供解决方案，提高团队技术水平。

","岗位要求：
1、本科及以上学历，五年以上前端开发经验，熟悉前端基础技术，包括HTML/HTML5、CSS\CSS3、JavaScript、ES6、JQuery等；带过5-10人的团队经验（硬性条件）；
2、理解web浏览器运行机制；
3、熟练使用多种新型Web前端框架（如：React、Vue、AngularJS）进行开发，对相应的前端UI组件库（如AntDesign、ElemeUI）有熟练应用经验；深度掌握相关框架运行机制者优先;
4、熟悉前端工程化、模块化和相关构建打包工具，如(webpack、VueCLI、Babel、NPM)；
5、熟悉Node.js及主流开发框架(Koa.js、Egg.js)；
6、具备一定的的web前端性能优化和故障排查经验；
7、熟悉uniapp开发APP经验（必要条件），有电商应用优先；
8、熟悉 AppStore 和  Google play 发布APP流程。"
210,软件开发工程师,前端开发工程师,10-20k·14薪,深圳-罗湖区,3-5年-本科-界面开发-前端开发-Web开发-Python,3-5年-本科-界面开发-前端开发-Web开发-Python,真迈生物,医疗器械-100-499人,深圳-罗湖区,医疗器械-100-499人,"岗位职责：
1、按照规范流程完成web项目的开发任务；
2、协助后端工程师将流程系统部署到云平台；
3、负责web项目的日常维护；
4、完成领导交代的其他临时任务。

","任职要求：
1.本科以上学历，计算机相关专业，3年左右前端项目开发经验；
2.扎实的前端基础（ES6/HTML5/CSS3/TS），优秀的编码习惯，有vue3的实际开发经验；
3.有前后端分离的项目开发经验，能独立开发完整的web项目，包含开发环境构建、页面重构和js编码；
4.熟悉模块化、组件化、前端工程化，了解Webpack/Vite等前端构建工具的使用，了解浏览器兼容性；
5.有较强的逻辑思维能力和沟通能力，对数据结构、算法、数据库有一定的了解，能够承担复杂项目的设计与落地。


具备以下者优先：
1.有python开发经验者优先；
2.有医疗、IVD相关开发经验者优先；
3.开源平台有作品者优先；
4.独立开发或带团队做过大型完整的前端项目者优先。"
211,软件开发工程师,高级前端开发工程师,15-30k,潍坊-诸城,1-3年-本科-界面开发-React-前端开发-MVC-Web开发-Vue-框架开发-框架设计-ECMAScript 6-ECMAScript,1-3年-本科-界面开发-React-前端开发-MVC-Web开发-Vue-框架开发-框架设计-ECMAScript 6-ECMAScript,某国内机械/设备上市公司,机械/设备-已上市-500-999人,潍坊-诸城,机械/设备-已上市-500-999人,,
212,软件开发工程师,前端Leader-飞书,40-80k,上海-徐汇区,经验不限-本科-前端开发-框架开发-框架设计-Vue-Vue.js-MVVM-Angular,经验不限-本科-前端开发-框架开发-框架设计-Vue-Vue.js-MVVM-Angular,字节跳动,互联网-其他-10000人以上,上海-徐汇区,互联网-其他-10000人以上,"工作职责：
1、负责企业级沟通及协作办公工具产品的前端研发，以及前端团队的搭建和管理；
2、制定团队技术规划，保持前端团队整体技术先进性，并提供相关技术指导；
3、负责探索前端新的技术框架和边界（Vue.js，ElasticSearch，ReactNative等）；
4、负责发现和产出对团队效率提升有价值的产品和工具；
5、更多的工作内容，欢迎你过来自己定义。
","任职要求：
1、具备丰富的前端开发经验，有团队管理经验者优先；
2、追求极致和完美，善于总结和挖掘事物本质；
3、前端基础扎实，理解RIA，有Ajax相关的实践经验，对React.js，Vue.js，Angular.js等MVVM框架能熟练运用至少一种，且了解其基本原理；
4、关注Web发展，对新技术充满激情，期待或者已经开发出优秀的产品；
5、对实现高性能、高可用、优秀用户体验的 Web 应用有实际的了解和实践经验；
6、积极乐观，责任心强，工作认真细致，具备良好的服务意识，具有良好的跨团队沟通与协作能力；
7、有业务方向负责人或团队管理经验，工作地点可选北京/上海。"
213,软件开发工程师,web前端开发工程师,8-15k,广州,1-3年-大专,1-3年-大专,盛世创富保险经纪有限公司广州分公司,保险-100-499人,广州,保险-100-499人,"职责描述：
1、根据需求文档，完成PC端、移动端页面及交互的开发，并保证兼容性和确保产品具有优质的用户体验；
2、解决各种浏览器兼容性问题，完成页面架构和布局；
3、调用后端接进行数据通信，与后端工程师配合，为项目提供最优化的技术解决方案；
4、通过各种前端技术手段，提升交互效果和用户体验并满足性能要求。

","任职要求：
1、大专及以上学历，掌握HTML/CSS/JS相关知识；
2、掌握原生javascript开发以及常用JS框架（如：jQuery），有VueJS等前端MVC框架实践经验优先考虑；
3、熟悉Ajax以及Json等数据交换格式；
4、掌握WEB构建工具，如webpack；
5、善于沟通和逻辑表达，良好的团队合作精神和积极主动的沟通意识；
6、有大型项目开发经验者优先。

福利待遇简介
1、公司提供富有行业竞争力的薪资体系，丰厚的薪资和各类奖金、补贴，年终双薪；
2、齐全的五险一金缴纳制度；
3、五天工作制，周末双休，依法享受国家各种法定节假日；
4、硬件优势：海珠区中心地铁周边、交通便利生活便捷、全新开放式办公环境。

工作地点：海珠区新港东路1226号万胜广场C塔18层
交通方式：8号线/4号线万胜围站A出口,公司办公楼为地铁上盖物业，上下班交通便利，环境舒适。"
214,软件开发工程师,前端开发工程师,12-20k·14薪,成都,1-3年-统招本科-Vue-React-HTML-金融领域-nodejs,1-3年-统招本科-Vue-React-HTML-金融领域-nodejs,成都新希望金融科技有限公司,科技金融-其他-100-499人,成都,科技金融-其他-100-499人,"工作内容：
1、TO B , TO C web端和小程序前端开发、node中间层开发；
2、根据业务部门需求及ui原型，还原高可交互性的web应用（mobile端，pc端）；
3、参与公共业务组件的开发及前端架构调研，设计。

","任职要求：
1、1-3年web前端开发工作经验；
2、熟练掌握 HTML5/ES6/CSS3等技能；
3、熟练掌握 react体系（dva,umi）或vue体系（vue2,vue3,vuex）其中一种或多种。熟练使用webpack/vite 并有一定调优经验；
4、掌握nodejs，并熟练使用KOA2 / express 。并有一个以上项目经验；
5、具备小程序开发能力，包括原生小程序，以及uniapp或者taro开发能力；
6、具有良好的编程思想和编码习惯；
7、有良好的沟通能力和团队合作意识，强烈责任心和运营意识。"
215,软件开发工程师,前端研发工程师（外包）(J23779),薪资面议,深圳-南山区,5-10年-统招本科-前端开发-框架开发-框架设计-界面开发-移动开发-系统开发-Vue-React-模块开发-架构设计,5-10年-统招本科-前端开发-框架开发-框架设计-界面开发-移动开发-系统开发-Vue-React-模块开发-架构设计,招商局海通贸易有限公司,其他商务服务业-1000-2000人,深圳-南山区,其他商务服务业-1000-2000人,"职责描述：
1.承担数字化系统或产品的Web前端或移动端架构的设计工作，优化Web、H5、APP等类型数字化系统或产品的前端架构；
2.配合UI/UX设计开发人员，完成数字化系统或产品的原型系统的设计和开发工作；
3.完成数字化系统或产品的前端页面开发工作，及时编写和更新系统和产品的前端开发文档，并与后端研发工程师一起完成系统或产品页面的前后端程序调试；
4.完成前端公共模块、组件和服务的开发，完成数字化系统或产品的前端基础组件及其服务的编码、测试、部署和上线运行工作；
5.协助前端研发团队编制和完善公司数字化前端研发工作的技术、流程和质量管理体系，并将其用于数字化系统或产品的前端研发工作中；
6.紧跟业界主流的前端开发技术栈，持续满足高质量、高效能开发数字化系统和产品的前端的任务要求。
","任职要求：
1.本科及以上学历，计算机相关专业，有贸易、供应链、电商、食品、交通、仓储等领域开发经验者优先;
2.具有较强的工作抗压能力和自驱力，逻辑思维严密，具备良好的编程习惯和快速编写高质量程序的能力。对研发技术具有较高的热情和较强的学习能力，具有较好的技术潜力，具备较好的工作推动和团队协调能力;
3.具有6年及以上数字化产品web端或移动端开发经验，有仓储管理系统开发经验者优先;
4.熟练掌握Html5、CSSX、DOM+JS、ES6、Nodejs、TypeScript、JQuery等常用前端框架技术，熟悉前端调试工具，熟练使用Html5+CSSX+JS编程开发模式，掌握Echarts等可视化工具；
5.熟悉Html5表现形式，具有深入的Web前端性能优化经验，对Http协议及Web2.0/3.0、Nginx、Apache等技术有较深入理解，理解盒子模型与模块化开发，具备工程化、流程化、模板化前端设计思想；
6.熟练掌握Vue、React、Angular等主流前端框架及其相关技术，精通Element、Weex、Vuex等常用Vue开发框架与开发库者优先；
7.具备一定的前端框架设计能力，熟练运用Webpack、Gulp、Grunt等主流前端框架构建工具；
8.善于解决不同浏览器之间的页面兼容问题，熟练掌握数据交互、页面渲染、文档分片、动态分页和性能优化等前端技术，熟练运用前端技术提高用户操作体验并满足页面性能要求；
9.作为核心前端开发人员至少完成过2个以上大型数字化系统或产品的前端开发及Vue、Cordova+Vue、CSSX等前端技术工具的应用和编码工作。"
216,软件开发工程师,WEB前端工程师,14-30k·14薪,深圳-龙岗区,经验不限-统招本科-前端开发-界面开发-Vue-React-Angular-架构设计-Javascript,经验不限-统招本科-前端开发-界面开发-Vue-React-Angular-架构设计-Javascript,华为,通信设备-10000人以上,深圳-龙岗区,通信设备-10000人以上,,
217,软件开发工程师,高级前端工程师,薪资面议,杭州,1-3年-统招本科-MVC/MVVM-React/Vue/Angula-Ant Design-NPM/WebPack-HTML5/CSS3,1-3年-统招本科-MVC/MVVM-React/Vue/Angula-Ant Design-NPM/WebPack-HTML5/CSS3,杭州龙旗科技,基金/证券/期货-C轮-50-99人,杭州,基金/证券/期货-C轮-50-99人,"职责描述：
•	完成各种内部系统的前端开发(交易系统，分析系统）
•	辅助进行产品和UI设计


","任职要求：
•	统招本科及以上学历，2年以上前端工作经验。
•	熟练掌握HTML5、CSS3、JavaScript。
•	熟悉面向对象编程，熟悉MVC/MVVM架构。
•	熟悉各种主流前端框架(React/Vue/Angular)，熟悉底层原理，熟悉前端技术生态圈，熟悉浏览器加载原理以及加载过程。
•	熟练使用Ant Design及相关前端构建工具(NPM/WebPack等)。
•	有良好的编程习惯，熟练使用Git。
•	熟悉Node.js，能进行后台开发者优先。
•	计算机相关专业优先，有证券金融行业工作经验者优先。
"
218,软件开发工程师,Web前端开发工程师,8-15k,上海-闵行区,1-3年-本科-前端开发-Web开发-Vue-jQuery-Javascript-CSS-HTML-Bootstrap,1-3年-本科-前端开发-Web开发-Vue-jQuery-Javascript-CSS-HTML-Bootstrap,上海能优网电力科技有限公司,学术/科研-1-49人,上海-闵行区,学术/科研-1-49人,"岗位职责：
1、负责公司产品Web前端的架构、开发和维护工作；
2、完成公司用户项目中前端部分的开发及现场部署、调试工作；
3、配合UI团队实现页面交互流程及前端效果的设计；
4、编写相关的产品文档、配合完成产品测试工作；
5、按要求完成公司和部门安排的其他开发工作。
","岗位要求：
1、本科及以上学历，计算机软件专业背景或具有计算机软件相应能力证明；
2、两年及以上前端开发经验，具有独立前端页面开发能力，所开发产品得到实际应用；
3、精通Vue、JavaScript、HTML、CSS、jQuery,、Bootstrap等前端开发技术；
4、有较强的责任心、崇尚合作、善于与人沟通；
5、同时具备一定后端开发能力者优先。"
219,软件开发工程师,前端开发,12-14k,南京-建邺区,3-5年-大专-React-前端开发-CSS-HTML,3-5年-大专-React-前端开发-CSS-HTML,南京迈特望科技股份有限公司,IT服务-新三板上市-1000-2000人,南京-建邺区,IT服务-新三板上市-1000-2000人,,
220,软件开发工程师,web vue前端开发,19-40k·15薪,深圳-南山区,3-5年-大专-Vue-React-ElementUI-前端开发-模块开发-框架开发-框架设计-功能开发-Angular,3-5年-大专-Vue-React-ElementUI-前端开发-模块开发-框架开发-框架设计-功能开发-Angular,深圳市宇博互娱有限责任公司,游戏-50-99人,深圳-南山区,游戏-50-99人,,
221,软件开发工程师,高级前端工程师(J12531),20-40k·15薪,上海-浦东新区,3-5年-统招本科-前端开发-CI-Vue-Node.js-React-TypeScript-Javascript,3-5年-统招本科-前端开发-CI-Vue-Node.js-React-TypeScript-Javascript,阅文集团,互联网-港股上市-1000-2000人,上海-浦东新区,互联网-港股上市-1000-2000人,"职责描述：
1、负责作家助手的产品的研发；
2、负责高质量的设计和编码；承担重点、难点的技术攻坚；
3、和产品经理配合，深度参与产品需求讨论，功能定义等。
","任职要求：
1、熟悉 JavaScript和Node.js；熟悉ES6, TypeScript等；
2、熟悉主流的前端应用开发框架，如React、Vue等；
3、熟悉 Webpack, CI 等构建工具及自动化工具；
4、三年以上的动端H5开发经验
5、快速准确理解业务和产品逻辑，关注用户体验，有较好的问题分析解决能力和团队沟通能力。

加分项：
1、 有Electron/NW客户端项目、开发经验优先
2、有egg、Node服务 经验优先
3、 具备Windows/Mac客户端能力或者Native&Web技术融合经验者优先"
222,软件开发工程师,高级前端开发工程师,15-30k,上海-浦东新区,3-5年-本科-前端开发-后端开发-Axios-界面开发-ECMAScript 6-ECMAScript-CSS-HTML-HTML5-Javascript,3-5年-本科-前端开发-后端开发-Axios-界面开发-ECMAScript 6-ECMAScript-CSS-HTML-HTML5-Javascript,国盛证券有限责任公司,基金/证券/期货-2000-5000人,上海-浦东新区,基金/证券/期货-2000-5000人,"职责描述：
1. 配合UI设计师及后端开发工程师，完成公司产品前端开发；
2. 参与项目需求、设计评审，提出合理化建议； 
3. 根据产品需求，综合可扩展性、页面响应和产品性能，给出最优解决方案； 
4. 与团队成员分享经验和新技术，与团队一起成长；
5. 了解前沿技术、框架，并能运用到项目开发中。 
","任职要求： 
1. 本科及以上学历，3年以上前端开发经验； 
2. 熟悉vue、vue-router、vuex和vue-resource等vue全家桶； 
3. 熟悉HTML5、JavaScript、CSS3、Ajax、axios； 
4. 熟悉 W3C 标准与 ES5、ES6 规范，熟悉 Web 语义化； 
5. 知道Web标准，对可用性、可访问性等相关知识有实际的了解和实践经验； 
6. 有良好的团队精神，语言表达能力，沟通协调能力，乐于接受挑战，有责任心。"
