序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
108,通信技术工程师,光纤激光工程师,10-18k,苏州,经验不限-本科,经验不限-本科,精快激光科技(苏州)有限公司,电子/半导体/集成电路-1-49人,苏州,电子/半导体/集成电路-1-49人,"职责描述：
1、负责光纤激光器产品的研发设计、装配调试、测试评估、生产指导等工作；
2、负责激光器光学集成相关工艺研究，并编制工艺文件，协助生产部门建立光纤激光器生产线，完善相关质量控制流程；
3、负责光学技术的工程定型工作；
4、协助完成激光器整机系统的测试和交付。
5、参与激光器和激光设备的技术咨询和服务工作。




","任职要求：
1、激光工程、光学、物理学或光电相关专业；
2、熟悉激光技术及其理论知识，具有光纤激光器研发经验，有独立或主持研制超快光纤激光器工作经验者优先；
3、工作认真负责、耐心细致，动手能力强，有较强的自学能力和创新能力；
4、具有良好的沟通技能、团队合作精神和职业素养；
5、具有海外学习或企业实习经验者优先。"
109,通信技术工程师,光纤研发高级工程师,15-25k·13薪,宁波-鄞州区,5-10年-本科,5-10年-本科,某南京IT服务公司,IT服务-1-49人,宁波-鄞州区,IT服务-1-49人,"岗位职责：
1、负责光纤新产品(连接器)的设计、样品制作和验证；

2、负责对新产品的研制过程进行跟踪、对生产中出现的技术问题进行处理；
3、负责产品的立项、设计评审、设计验证、设计确认，负责设计更改的控制；
4、负责从产品设计方面对产品批量材料成本的控制；
5、组织安排试产及其评审和总结
6、对公司其他部门如业务、生产等部门进行技术支持
","任职要求：
1、45周岁以内，本科及以上学历，机械，材料类、光通信等相关专业；
2、10年以上光纤连接器研发工作经验，熟悉各种光纤类别如FC、SC、ST、LC、MPO/MTP等
3、熟练掌握连接器行业技术标准及产品研发流程，精通光纤连接器结构设计经验及基本的力学分析能力者优先；
4、熟悉精密连接器塑胶、五金材料特性、电镀工艺；具备注塑、冲压、钣金模具设计方面知识，了解精密连接器全自动化制程，有较强的成本节约意识；
5、精通AutoCAD，Proe等相关制图软件；
6、思维条理清晰，工作积极主动，良好的团队合作精神和认真负责的工作态度，沟通能力强


"
110,通信技术工程师,光纤激光器研发工程师,10-15k,东莞-松山湖,经验不限-硕士,经验不限-硕士,松山湖材料实验室,专业技术服务-500-999人,东莞-松山湖,专业技术服务-500-999人,"岗位职责:
1、负责结构高功率光纤激光器项目光学系统开发、研制工作；
2、按研发计划完成项目工作，包括开发可行性验证等。
3、负责新产品工艺验证方案的制定与实施；
4、与团队一起，对方案进行设计验证，实现最终的产品化；
5、协同生产部门进行试生产，处理试生产中光学部分的问题。
6、负责产品工艺及流程文件的编制等。
","任职资格:
1. 硕士学历，具有扎实的理工科专业知识背景，物理学、应用物理学、电子科学与技术、光电信息科学与技术、光学工程等相关专业；
2. 熟悉激光原理，了解光纤激光器和放大器的设计原理和基本结构，从事过光纤激光器产品的实际经验的优先考虑。；
3. 光纤光学理论基础扎实；
4. 诚实守信，工作踏实，责任心强，具有团队合作精神;"
111,通信技术工程师,光纤器件研发工程师,20-25k,上海-松江区,3-5年-本科,3-5年-本科,泰尔重工股份有限公司,机械/设备-已上市-500-999人,上海-松江区,机械/设备-已上市-500-999人,"职责描述：
1、承接中心激光器和激光系统器件子系统的研发；
2、完成光纤器件从技术研发到产品化开发；
3、对器件进行工艺开发和组装测试；
4、中心交代的其他任务；
","任职要求：
1、学历：全日制本科及以上；激光、物理、机械、材料、微电子、自动化等相关专业；
2、激光加工头行业工作3年及以上；
3、精通光纤拉锥，光纤端帽等核心工艺；熟悉光纤Rsoft等模拟软件；有较强的动手能力和执行能力。
4、思维敏捷，逻辑清晰，善于沟通；"
112,通信技术工程师,光纤光栅工程师,20-40k·13薪,杭州,5-10年-统招本科-光源器件-光栅工程师-光纤光栅-激光器-光学模块,5-10年-统招本科-光源器件-光栅工程师-光纤光栅-激光器-光学模块,某宁波电子/半导体/集成电路公司,电子/半导体/集成电路-1-49人,杭州,电子/半导体/集成电路-1-49人,"
1、负责现有光纤光栅产品技术升级；
2、负责光纤光栅系列产品规划和设备搭建及升级，包括光栅刻写系统设计、性能测试、封装优化等；
3、熟悉主要光源器件的工作原理，生产工艺及生产制造流程；
4. 负责新产品工艺验证方案的制定与实施
5. 负责操作人员培训。

","任职要求：
1、本科及以上学历，2年以上相关研发工作经验；
2、光学、光电子、光纤光学等相关专业；
3、熟悉光纤光栅器件原理和工艺。"
113,通信技术工程师,光纤操作工,6-8k,武汉,1-3年-大专,1-3年-大专,武汉光谷航天三江激光产业技术研究院有限公司,航空/航天设备,武汉,航空/航天设备,"岗位职责：
(1)负责光纤的切割、熔接、涂覆等操作；
(2)负责光纤的筛选和老化拷机；
(3)依照生产计划领取、管理光纤类物料。
         
","任职要求：
(1)大专及以上学历；
(2)工作耐心细致； 
有一年以上光纤激光器工作经验者优先考虑。"
114,通信技术工程师,光纤研发高级工程师,15-25k,宁波-鄞州区,10年以上-本科,10年以上-本科,西创尼克,计算机硬件-100-499人,宁波-鄞州区,计算机硬件-100-499人,"主要职责：
1、负责光纤新产品(连接器)的设计、样品制作和验证；
2、负责对新产品的研制过程进行跟踪、对生产中出现的技术问题进行处理；
3、负责产品的立项、设计评审、设计验证、设计确认，负责设计更改的控制；
4、负责从产品设计方面对产品批量材料成本的控制；
5、组织安排试产及其评审和总结
6、对公司其他部门如业务、生产等部门进行技术支持。
","任职资格：
1、45周岁以内，本科及以上学历，机械，材料类、光通信等相关专业；
2、10年以上光纤连接器研发工作经验，熟悉各种光纤类别如FC、SC、ST、LC、MPO/MTP等
3、熟练掌握连接器行业技术标准及产品研发流程，精通光纤连接器结构设计经验及基本的力学分析能力者优先；
4、熟悉精密连接器塑胶、五金材料特性、电镀工艺；具备注塑、冲压、钣金模具设计方面知识，了解精密连接器全自动化制程，有较强的成本节约意识；
5、精通AutoCAD，Proe等相关制图软件；
6、思维条理清晰，工作积极主动，良好的团队合作精神和认真负责的工作态度，沟通能力强。"
115,通信技术工程师,光纤连接器研发高级工程师,20-30k,宁波-鄞州区,10年以上-本科,10年以上-本科,西创尼克,计算机硬件-100-499人,宁波-鄞州区,计算机硬件-100-499人,"职位介绍
主要职责：
1、负责光纤新产品(连接器)的设计开发，类似军用野战光缆连接器；
2、负责对新产品的研制过程进行跟踪、对生产中出现的技术问题进行处理；
3、负责产品的立项、设计评审、设计验证、设计确认，负责设计更改的控制；
4、负责从产品设计方面对产品批量材料成本的控制；
5、组织安排试产及其评审和总结
6、对公司其他部门如业务、生产等部门进行技术支持。
","任职资格：
1、45周岁以内，本科及以上学历，机械，材料类、光通信等相关专业；
2、10年以上光纤连接器研发工作经验，熟悉各种光纤类别如FC、SC、ST、LC、MPO/MTP等
3、熟练掌握连接器行业技术标准及产品研发流程，精通光纤连接器结构设计经验及基本的力学分析能力者优先；
4、熟悉精密连接器塑胶、五金材料特性、电镀工艺；具备注塑、冲压、钣金模具设计方面知识，了解精密连接器全自动化制程，有较强的成本节约意识；
5、精通AutoCAD，Proe等相关制图软件；
6、思维条理清晰，工作积极主动，良好的团队合作精神和认真负责的工作态度，沟通能力强。
"
116,通信技术工程师,光纤技术工程师,7-12k,鹤壁-淇滨区,1-3年-统招本科-光纤光缆-通信-光模块-连接器,1-3年-统招本科-光纤光缆-通信-光模块-连接器,天海电器,整车制造-10000人以上,鹤壁-淇滨区,整车制造-10000人以上,,"任职要求如下：
1、有配线或光纤光缆领域工作经验 
2、会CAD \PEOE\SolidWorks，熟悉光连接器的设计
3、熟悉各类光纤跳线组装、研磨及测试工艺 
4、熟悉光通信产品，熟悉光纤以及光连接器的基本性能、原理、测试等 
5、熟悉光纤相关知识，对光连接器、光模块、光分离器等有相当程度的认知 
6、具备持续自我学习能力 
7、本科及以上学历，理工科优先





"
117,通信技术工程师,光纤激光工程师,15-23k,滁州-琅琊区,1-3年-本科-激光器,1-3年-本科-激光器,安徽光智科技有限公司,电子/半导体/集成电路-500-999人,滁州-琅琊区,电子/半导体/集成电路-500-999人,,
118,通信技术工程师,光纤传感工程师,13-24k,北京,1-3年-硕士,1-3年-硕士,北京怀柔仪器公司,IT服务-50-99人,北京,IT服务-50-99人,"岗位职责：
1.负责组织光纤传感器新产品评估、系统设计开发、硬件组装调试、软件算法优化、传感信号处理、制定开发计划等；
2.负责组织产品的技术改进、产品的更新迭代规划及制定中试方案，评价中试效果，组织解决产品中试线现场问题；
3.负责产品的研发项目申报与实施，培训指导技术员进行产品中试改进工作。

","任职要求：
1.硕士研究生及以上学历，光纤传感、光电子、仪器仪表等相关专业方向；
2.熟练掌握分布式或点式光纤传感系统技术原理，光电子器件使用方法及原理，熟悉光纤光路技术、调制解调技术；
3.熟练掌控光谱仪、OTDR、偏振分析仪等光电仪表设备，有较强的实践经验。"
