序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
27,算法工程师,Java工程师,12-35k,苏州-相城区,3-5年-本科,3-5年-本科,吉孚汽车技术(苏州)有限公司,物联网-50-99人,苏州-相城区,物联网-50-99人,"职位描述：
1. 负责中间件工具链相关工作，面向高性能自动驾驶及V2X路侧平台
2. 参与自研中间件的相关工作，包括软件架构分析、方案设计及软件研发
3. 编写各类核心技术文档，参与制定开发规范和技术标准
4. 协助完成项目的测试及系统交付工作，对项目实施提供支持

","岗位要求：
1. 本科及以上学历，理工科专业背景，3年以上工作经验
2. 熟悉数据结构与算法，熟悉C/C++、Rust、Go、Python/Shell、wasm等，高质量的编程能力
3. 熟悉跨语言、跨平台编程(Linux/Win等)、进程间通信、网络编程，性能分析优化等
4. 有独立的软件产品设计经验，对软件架构开发有清晰的思路，善于总结并乐于表达
5. 熟悉Docker、数据库、git等，熟悉Autosar AP、ROS2、Cyber RT、DDS者优先"
28,算法工程师,SSD固件开发工程师,15-35k·14薪,武汉-江夏区,3-5年-统招本科-嵌入式软件开发-嵌入式开发-芯片-芯片开发-固件开发-SSD-RISC CPU-NAND,3-5年-统招本科-嵌入式软件开发-嵌入式开发-芯片-芯片开发-固件开发-SSD-RISC CPU-NAND,鹏钛存储技术(南京)有限公司,电子/半导体/集成电路-C轮-100-499人,武汉-江夏区,电子/半导体/集成电路-C轮-100-499人,"工作职责

1.参与集团云平台技术架构的研究，规划设计和实施；

2.负责集团云平台重要项目等需求分析、方案设计、核心代码编写以及优化工作；

3.负责云原生相关新技术（如service mesh、serverless等）的研究与落地；

","任职资格

1. 熟练掌握一门编程语言（Golang/Java）

2. 熟练使用多线程编程，熟悉常用的数据结构与算法

3. 有分布式开发经验者优先

4. 积极参与开源、有开源产品开发经验者优先

5. 有云计算（docker、containerd、kubernetes、kernel）相关开发经验者优先

6. 有较好的团队沟通协作能力，对技术有极客精神，有较强的学习能力"
29,算法工程师,Golang开发工程师（马来西亚企业）,30-50k,广州-海珠区,3-5年-本科-服务器开发-架构设计-引擎开发,3-5年-本科-服务器开发-架构设计-引擎开发,DOUBLE KOI TECHNOLOGY SERVICES,区块链-50-99人,广州-海珠区,区块链-50-99人,"岗位职责
1、负责网络安全产品的架构设计；

2、负责网络安全产品的特性设计与实现；

3、负责网络安全产品控制与数据平面的研发和性能调优。
","任职要求
1、硕士研究生及以上学历，计算机、自动化、电子通信等相关专业；

2、具备软件开发能力，具备扎实计算机体系、网络安全和前沿技术研究能力；

3、具备扎实的编程基础，掌握C/C++/shell等编程语言之一，掌握常见的数据结构与算法；

4、具备以下能力者优先：

（1）了解常见网络协议，熟悉IPSEC、TLS、SSH、SNMPv3等安全传输协议，理解常见加解密算法及应用场景；

（2）熟悉网络安全、终端安全一体化、态势感知、APT、零信任、数据安全等技术；

（3）熟悉高性能网络平台开发，如DPDK、VPP、高性能路由、智能网卡、虚拟化网络等；

（4）熟悉Linux内核网络协议栈，对Linux内核网络相关组件都有一定了解，如bridge、ovs、iptables、netfilter等；

（5）熟悉Linux操作系统进程管理，内存管理，文件系统，编译原理等基础知识。"
30,算法工程师,NLP处理工程师,20-25k,杭州-拱墅区,5-10年-本科-C++-Python,5-10年-本科-C++-Python,浙江印象实业股份有限公司,服装/纺织/皮革-融资未公开-5000-10000人,杭州-拱墅区,服装/纺织/皮革-融资未公开-5000-10000人,"岗位职责：
1、负责按领导安排进行项目的上位机软件设计、开发、测试和维护工作；
2、负责新产品的开发、测试，以及体系文档的编制；
3、负责已上线产品软件方面的维护工作，如故障改进、性能优化、新需求开发和测试；
4、协助售后部门应对处理客户端反馈的产品问题及故障应对技术支持；
5、协助提高软件质量和可靠性，优化软件性能和用户体验。

","任职要求：
1、本科及以上学历，计算机科学、软件工程、电子信息工程等相关专业；
2、在软件开发领域有3年及以上的经验；
3、具备扎实的编程基础和熟练掌握 Visual C#（Winform/WPF）或 QT/C++ 等 WIN 平台编程工具和环境，同时具备良好的代码编写习惯和文档编写能力，能够编写清晰、简洁、易于维护的代码和文档；
4、熟悉基本的数据结构与算法分析、熟练使用数据库、熟悉RS232、TCP/IP通讯协议及其应用，能够独立完成较为复杂的软件开发工作，如软件架构设计、业务逻辑实现、多线程编程等；
5、具备良好的软件调试和故障排除能力，能够通过调试工具和技术手段快速定位和解决问题；
6、具备团队协作和项目管理经验，能够在团队中发挥技术领导作用，帮助团队成员解决技术难题。"
31,算法工程师,高级Java工程师,20-30k,武汉,5-10年-本科-Java-saas,5-10年-本科-Java-saas,某公司,人力资源-1-49人,武汉,人力资源-1-49人,,
32,算法工程师,Java研发工程师,30-50k,北京-西城区,3-5年-硕士-Spring-MVC-Mybatis-架构设计-JVM,3-5年-硕士-Spring-MVC-Mybatis-架构设计-JVM,某北京大型计算机软件公司,计算机软件-A轮-1000-2000人,北京-西城区,计算机软件-A轮-1000-2000人,"Ref. ID:  CEO/ICS/SPES/1266

主要职责：
-  负责储能变流器、控制器相关软件的需求分析、详细设计；
-  负责控制策略研究及控制算法的仿真验证；
-  负责软件开发与调试改进（包括BMS的通信、电池容量算法、控制逻辑设计、通信接口及显示界面等的开发）；
- 融合操作系统、电气、硬件等方面，进行系统地开发和验证；
-  根据开发流程编写相关软件技术报告

","任职要求：
-  本科及以上学历，电子、通讯、计算机、自动化等相关专业（有实际能力者不限专业）；
-  具备扎实的自动控制、信号处理、电路理论、数据结构与算法等基础知识，和良好的数学基础；
-  具有光伏逆变器，PCS储能变流器、PWM整流器等相关的软件设计经验，熟悉 EMS和BMS，精通C/C++和嵌入式软件开发流程；
-  具备逆变器、变流器或UPS等产品控制系统的开发经验，熟悉控制方法和控制算法；
-  熟悉上位机编程软件，了解串口、CAN、以太网的软件开发；
-  拥有良好的编程风格与文档编制能力，良好的沟通与表达能力；
-  能够熟练阅读并理解英文技术资料，学习能力强，能快速学习掌握新技术
"
33,算法工程师,信息安全架构师,薪资面议,成都,3-5年-硕士-安全运维-数据安全-网络安全运维-DBA-TCP/IP协议-网络层协议-传输层协议,3-5年-硕士-安全运维-数据安全-网络安全运维-DBA-TCP/IP协议-网络层协议-传输层协议,中国移动(成都)产业研究院,运营商/增值服务-1000-2000人,成都,运营商/增值服务-1000-2000人,,
34,算法工程师,python后端工程师,13-18k·14薪,杭州-西湖区,3-5年-统招本科-模块开发-功能开发-框架设计-框架开发-Redis-MySQL,3-5年-统招本科-模块开发-功能开发-框架设计-框架开发-Redis-MySQL,云途(杭州)智能科技有限公司,互联网,杭州-西湖区,互联网,"岗位职责
 1、参与新竞价交易系统风控、撮合、 行情集群、跟账服务等功能开发工作；
 2、参与新期权交易新系统后续版本迭 代工作；
 3、进行内存数据引擎设计、开发工作；
 4、进行分布式系统管理软件的设计和 开发。 
","岗位要求 
1、本科及以上学历（理工科专业方向），3 年以上软件开发工作经验； 
2、了解Go语言协程调度模型和内存模型； 
3、具备计算机与证劵金融领域复合背景及工 作经历，了解交易撮合等相关业务知识，具 备交易系统研发相关工作经验者优先；
 4、了解Linux操作系统，熟悉Go语言，了解 服务器开发、G4架构交付及新期权信创跟账 项目招标文件数据结构与算法，软件研发流 程等专业知识；
 5、具备编码和撰写文档的能力；
 6、具备一定的沟通能力和表达能力，有较强 的团队合作精神与团队协作能力。"
35,算法工程师,高级Java开发工程师,20-30k,成都,5-10年-大专,5-10年-大专,某成都互联网公司,互联网-50-99人,成都,互联网-50-99人,"

工作职责：

主要负责联合感知、轨迹与地图的车辆驾驶行为经验挖掘，包括以下方向：

自车轨迹与HDMap的车道级关联匹配
多趟轨迹的车道级对齐、聚合与拓扑构建
车辆、行人等交通参与者的跟踪和轨迹平滑
在线局部语义地图构建
","任职要求：

计算机、自动化、数学、机器人、测绘等相关专业，硕士及以上学历
3年以上的的视觉语义重建、LiDAR语义建图等高精地图相关工作经验，熟悉常用的特征跟踪、语义匹配算法
深入理解Pose Graph, BA等非线性优化理论 ，熟练使用ceres，gtsam等常用的优化工具
扎实的计算机视觉、空间几何、多视几何和线性代数基础
精通几何图形算法，有较强的数学功底、扎实的数据结构与算法基础
熟悉C++11及以上标准，具有扎实的编程能力和良好的编码习惯
熟悉Linux系统的基本shell命令，熟悉Git、Docker的基本操作
熟悉常用的HDMap规格，有地图引擎相关工作经验者优先"
36,算法工程师,Java工程师,16-30k,西安-高新区,3-5年-统招本科-JVM-通信领域-消息队列,3-5年-统招本科-JVM-通信领域-消息队列,北京宝兰德软件股份有限公司,计算机软件-已上市-500-999人,西安-高新区,计算机软件-已上市-500-999人,"一、职位描述
使用C#进行仿真软件平台的研究开发和仿DCS系统的开发（WinForm程序）

二、","任职要求：
1、精通C#。
2、精通Winform开发。
3、熟悉GDI/GDI+、Direct2D。
4、熟悉常用数据结构与算法。
5、熟悉多线程、TCP/UDP。
6、熟悉Windows API及P/Invoke。
7、熟悉面向对象分析与设计。
8、理解C++。
9、了解MFC、ActiveX/COM/DCOM。
10、有良好的编程风格。
11、有较强的逻辑思维能力、学习能力。。
三、福利及补助
1、工作日公司有免费工作餐及加班餐；
2、补充医疗；
3、上班时间：9:00—17:30，周末双休；
4、工作时间满一年以上员工，可享受每年5天（或以上）带薪年休假及员工体检福利；
5、定期团队建设活动（拓展活动、聚餐、观影活动）；
6、员工关爱计划（生育贺礼、节日贺礼、公司年会等）；
7、外阜员工，符合条件可办理北京居住证；
8、五险一金、定期团建；
9、晋升空间(助理、专员、主管、经理)；
10、工作环境好、扁平化管理、开放交流分享；"
37,算法工程师,软件工程师（用户层，数据库方面）,9-18k·14薪,厦门,3-5年-本科-架构设计,3-5年-本科-架构设计,万泰沧海,生物技术-1000-2000人,厦门,生物技术-1000-2000人,"职责描述：
1、负责自动驾驶场景的多源传感器融合算法研发；
2、熟悉激光雷达、毫米波雷达、摄像头、超声波等传感器原理；
3、实现基于多源信息融合的目标关联、目标跟踪、状态优化估计等功能；实现障碍物态势认知与行为预测等复杂感知功能；
4、负责融合算法在应用层面的实际应用效果，对场景问题提出深度分析，并给出解决方案。

","任职资格：
1、自动化、计算机、电子信息、软件、汽车等相关专业，具有实际应用经验；
2、扎实的C++编程能力、数据结构与算法理论知识；
3、扎实的多源信息融合理论基础，熟悉相关算法理论，如贝叶斯估计、多目标跟踪、数据关联与匹配、信息融合、卡尔曼滤波、图优化等；
4、项目工作中使用过目标跟踪算法（例如DeepSORT、JPDA、MHT等）、状态估计算法（例如EKF，UKF，IMM，图优化等）、目标轨迹预测（例如基于光流、LSTM等）、三维重建（例如BA、SFM、ORB-SLAM等）、或机器学习中与跟踪、融合等相关知识）等的一种或多种；
5、英文读写能力优秀，快速跟进国际最新研究成果；
6、优秀的团队协作能力，勇于挑战自我，抗压能力强。"
